Price ID,Market ID,Commodity ID,Arrival Date,Minimum Price,Maximum Price,Modal Price,Unit,Arrival Quantity (Tons),Source,Updated Time,Verification Status
"TN-PRC-20260722-0016","TN-MKT-KAN-002","TN-COM-BHE","2026-07-22","4650","5250","4850","₹/Quintal","11","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0017","TN-MKT-KAN-002","TN-COM-DRM","2026-07-22","5450","6050","5650","₹/Quintal","11","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0018","TN-MKT-KAN-002","TN-COM-BAN","2026-07-22","6250","6850","6450","₹/Quintal","11","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0021","TN-MKT-KAN-003","TN-COM-TOM","2026-07-22","700","1300","900","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0022","TN-MKT-KAN-003","TN-COM-ONI","2026-07-22","1500","2100","1700","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0023","TN-MKT-KAN-003","TN-COM-POT","2026-07-22","2300","2900","2500","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0024","TN-MKT-KAN-003","TN-COM-BRI","2026-07-22","3100","3700","3300","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0025","TN-MKT-KAN-003","TN-COM-CHL","2026-07-22","3900","4500","4100","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0026","TN-MKT-KAN-003","TN-COM-BHE","2026-07-22","4700","5300","4900","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0027","TN-MKT-KAN-003","TN-COM-DRM","2026-07-22","5500","6100","5700","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0028","TN-MKT-KAN-003","TN-COM-BAN","2026-07-22","6300","6900","6500","₹/Quintal","12","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0031","TN-MKT-KAN-004","TN-COM-TOM","2026-07-22","750","1350","950","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0032","TN-MKT-KAN-004","TN-COM-ONI","2026-07-22","1550","2150","1750","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0033","TN-MKT-KAN-004","TN-COM-POT","2026-07-22","2350","2950","2550","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0034","TN-MKT-KAN-004","TN-COM-BRI","2026-07-22","3150","3750","3350","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0035","TN-MKT-KAN-004","TN-COM-CHL","2026-07-22","3950","4550","4150","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0036","TN-MKT-KAN-004","TN-COM-BHE","2026-07-22","4750","5350","4950","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0037","TN-MKT-KAN-004","TN-COM-DRM","2026-07-22","5550","6150","5750","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0038","TN-MKT-KAN-004","TN-COM-BAN","2026-07-22","6350","6950","6550","₹/Quintal","13","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0041","TN-MKT-TIR-005","TN-COM-TOM","2026-07-22","800","1400","1000","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0042","TN-MKT-TIR-005","TN-COM-ONI","2026-07-22","1600","2200","1800","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0043","TN-MKT-TIR-005","TN-COM-POT","2026-07-22","2400","3000","2600","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0044","TN-MKT-TIR-005","TN-COM-BRI","2026-07-22","3200","3800","3400","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0045","TN-MKT-TIR-005","TN-COM-CHL","2026-07-22","4000","4600","4200","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0046","TN-MKT-TIR-005","TN-COM-BHE","2026-07-22","4800","5400","5000","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0047","TN-MKT-TIR-005","TN-COM-DRM","2026-07-22","5600","6200","5800","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0048","TN-MKT-TIR-005","TN-COM-BAN","2026-07-22","6400","7000","6600","₹/Quintal","14","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0051","TN-MKT-TIR-006","TN-COM-TOM","2026-07-22","850","1450","1050","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0052","TN-MKT-TIR-006","TN-COM-ONI","2026-07-22","1650","2250","1850","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0053","TN-MKT-TIR-006","TN-COM-POT","2026-07-22","2450","3050","2650","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0054","TN-MKT-TIR-006","TN-COM-BRI","2026-07-22","3250","3850","3450","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0055","TN-MKT-TIR-006","TN-COM-CHL","2026-07-22","4050","4650","4250","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0056","TN-MKT-TIR-006","TN-COM-BHE","2026-07-22","4850","5450","5050","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0057","TN-MKT-TIR-006","TN-COM-DRM","2026-07-22","5650","6250","5850","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0058","TN-MKT-TIR-006","TN-COM-BAN","2026-07-22","6450","7050","6650","₹/Quintal","15","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0061","TN-MKT-TIR-007","TN-COM-TOM","2026-07-22","900","1500","1100","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0062","TN-MKT-TIR-007","TN-COM-ONI","2026-07-22","1700","2300","1900","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0063","TN-MKT-TIR-007","TN-COM-POT","2026-07-22","2500","3100","2700","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0064","TN-MKT-TIR-007","TN-COM-BRI","2026-07-22","3300","3900","3500","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0065","TN-MKT-TIR-007","TN-COM-CHL","2026-07-22","4100","4700","4300","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0066","TN-MKT-TIR-007","TN-COM-BHE","2026-07-22","4900","5500","5100","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0067","TN-MKT-TIR-007","TN-COM-DRM","2026-07-22","5700","6300","5900","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0068","TN-MKT-TIR-007","TN-COM-BAN","2026-07-22","6500","7100","6700","₹/Quintal","16","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0071","TN-MKT-TIR-008","TN-COM-TOM","2026-07-22","950","1550","1150","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0072","TN-MKT-TIR-008","TN-COM-ONI","2026-07-22","1750","2350","1950","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0073","TN-MKT-TIR-008","TN-COM-POT","2026-07-22","2550","3150","2750","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0074","TN-MKT-TIR-008","TN-COM-BRI","2026-07-22","3350","3950","3550","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0075","TN-MKT-TIR-008","TN-COM-CHL","2026-07-22","4150","4750","4350","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0076","TN-MKT-TIR-008","TN-COM-BHE","2026-07-22","4950","5550","5150","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0077","TN-MKT-TIR-008","TN-COM-DRM","2026-07-22","5750","6350","5950","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0078","TN-MKT-TIR-008","TN-COM-BAN","2026-07-22","6550","7150","6750","₹/Quintal","17","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0081","TN-MKT-TIR-009","TN-COM-TOM","2026-07-22","1000","1600","1200","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0082","TN-MKT-TIR-009","TN-COM-ONI","2026-07-22","1800","2400","2000","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0083","TN-MKT-TIR-009","TN-COM-POT","2026-07-22","2600","3200","2800","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0084","TN-MKT-TIR-009","TN-COM-BRI","2026-07-22","3400","4000","3600","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0085","TN-MKT-TIR-009","TN-COM-CHL","2026-07-22","4200","4800","4400","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0086","TN-MKT-TIR-009","TN-COM-BHE","2026-07-22","5000","5600","5200","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0087","TN-MKT-TIR-009","TN-COM-DRM","2026-07-22","5800","6400","6000","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0088","TN-MKT-TIR-009","TN-COM-BAN","2026-07-22","6600","7200","6800","₹/Quintal","18","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0091","TN-MKT-TIR-010","TN-COM-TOM","2026-07-22","1050","1650","1250","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0092","TN-MKT-TIR-010","TN-COM-ONI","2026-07-22","1850","2450","2050","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0093","TN-MKT-TIR-010","TN-COM-POT","2026-07-22","2650","3250","2850","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0094","TN-MKT-TIR-010","TN-COM-BRI","2026-07-22","3450","4050","3650","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0095","TN-MKT-TIR-010","TN-COM-CHL","2026-07-22","4250","4850","4450","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0096","TN-MKT-TIR-010","TN-COM-BHE","2026-07-22","5050","5650","5250","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0097","TN-MKT-TIR-010","TN-COM-DRM","2026-07-22","5850","6450","6050","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0098","TN-MKT-TIR-010","TN-COM-BAN","2026-07-22","6650","7250","6850","₹/Quintal","19","Tamil Nadu Agrimark API","2026-07-22T07:16:50.921Z","Verified Live"
"TN-PRC-20260722-0101","TN-MKT-CUD-011","TN-COM-TOM","2026-07-22","600","1200","800","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0102","TN-MKT-CUD-011","TN-COM-ONI","2026-07-22","1400","2000","1600","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0103","TN-MKT-CUD-011","TN-COM-POT","2026-07-22","2200","2800","2400","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0104","TN-MKT-CUD-011","TN-COM-BRI","2026-07-22","3000","3600","3200","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0105","TN-MKT-CUD-011","TN-COM-CHL","2026-07-22","3800","4400","4000","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0106","TN-MKT-CUD-011","TN-COM-BHE","2026-07-22","4600","5200","4800","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0107","TN-MKT-CUD-011","TN-COM-DRM","2026-07-22","5400","6000","5600","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0108","TN-MKT-CUD-011","TN-COM-BAN","2026-07-22","6200","6800","6400","₹/Quintal","20","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0111","TN-MKT-CUD-012","TN-COM-TOM","2026-07-22","650","1250","850","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0112","TN-MKT-CUD-012","TN-COM-ONI","2026-07-22","1450","2050","1650","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0113","TN-MKT-CUD-012","TN-COM-POT","2026-07-22","2250","2850","2450","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0114","TN-MKT-CUD-012","TN-COM-BRI","2026-07-22","3050","3650","3250","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0115","TN-MKT-CUD-012","TN-COM-CHL","2026-07-22","3850","4450","4050","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0116","TN-MKT-CUD-012","TN-COM-BHE","2026-07-22","4650","5250","4850","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0117","TN-MKT-CUD-012","TN-COM-DRM","2026-07-22","5450","6050","5650","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0118","TN-MKT-CUD-012","TN-COM-BAN","2026-07-22","6250","6850","6450","₹/Quintal","21","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0121","TN-MKT-CUD-013","TN-COM-TOM","2026-07-22","700","1300","900","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0122","TN-MKT-CUD-013","TN-COM-ONI","2026-07-22","1500","2100","1700","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0123","TN-MKT-CUD-013","TN-COM-POT","2026-07-22","2300","2900","2500","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0124","TN-MKT-CUD-013","TN-COM-BRI","2026-07-22","3100","3700","3300","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0125","TN-MKT-CUD-013","TN-COM-CHL","2026-07-22","3900","4500","4100","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0126","TN-MKT-CUD-013","TN-COM-BHE","2026-07-22","4700","5300","4900","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0127","TN-MKT-CUD-013","TN-COM-DRM","2026-07-22","5500","6100","5700","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0128","TN-MKT-CUD-013","TN-COM-BAN","2026-07-22","6300","6900","6500","₹/Quintal","22","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0131","TN-MKT-CUD-014","TN-COM-TOM","2026-07-22","750","1350","950","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0132","TN-MKT-CUD-014","TN-COM-ONI","2026-07-22","1550","2150","1750","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0133","TN-MKT-CUD-014","TN-COM-POT","2026-07-22","2350","2950","2550","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0134","TN-MKT-CUD-014","TN-COM-BRI","2026-07-22","3150","3750","3350","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0135","TN-MKT-CUD-014","TN-COM-CHL","2026-07-22","3950","4550","4150","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0136","TN-MKT-CUD-014","TN-COM-BHE","2026-07-22","4750","5350","4950","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0137","TN-MKT-CUD-014","TN-COM-DRM","2026-07-22","5550","6150","5750","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0138","TN-MKT-CUD-014","TN-COM-BAN","2026-07-22","6350","6950","6550","₹/Quintal","23","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0141","TN-MKT-CUD-015","TN-COM-TOM","2026-07-22","800","1400","1000","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0142","TN-MKT-CUD-015","TN-COM-ONI","2026-07-22","1600","2200","1800","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0143","TN-MKT-CUD-015","TN-COM-POT","2026-07-22","2400","3000","2600","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0144","TN-MKT-CUD-015","TN-COM-BRI","2026-07-22","3200","3800","3400","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0145","TN-MKT-CUD-015","TN-COM-CHL","2026-07-22","4000","4600","4200","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0146","TN-MKT-CUD-015","TN-COM-BHE","2026-07-22","4800","5400","5000","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0147","TN-MKT-CUD-015","TN-COM-DRM","2026-07-22","5600","6200","5800","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0148","TN-MKT-CUD-015","TN-COM-BAN","2026-07-22","6400","7000","6600","₹/Quintal","24","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0151","TN-MKT-CUD-016","TN-COM-TOM","2026-07-22","850","1450","1050","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0152","TN-MKT-CUD-016","TN-COM-ONI","2026-07-22","1650","2250","1850","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0153","TN-MKT-CUD-016","TN-COM-POT","2026-07-22","2450","3050","2650","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0154","TN-MKT-CUD-016","TN-COM-BRI","2026-07-22","3250","3850","3450","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0155","TN-MKT-CUD-016","TN-COM-CHL","2026-07-22","4050","4650","4250","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0156","TN-MKT-CUD-016","TN-COM-BHE","2026-07-22","4850","5450","5050","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0157","TN-MKT-CUD-016","TN-COM-DRM","2026-07-22","5650","6250","5850","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0158","TN-MKT-CUD-016","TN-COM-BAN","2026-07-22","6450","7050","6650","₹/Quintal","25","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0161","TN-MKT-VIL-017","TN-COM-TOM","2026-07-22","900","1500","1100","₹/Quintal","26","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0162","TN-MKT-VIL-017","TN-COM-ONI","2026-07-22","1700","2300","1900","₹/Quintal","26","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0163","TN-MKT-VIL-017","TN-COM-POT","2026-07-22","2500","3100","2700","₹/Quintal","26","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0164","TN-MKT-VIL-017","TN-COM-BRI","2026-07-22","3300","3900","3500","₹/Quintal","26","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0165","TN-MKT-VIL-017","TN-COM-CHL","2026-07-22","4100","4700","4300","₹/Quintal","26","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
"TN-PRC-20260722-0166","TN-MKT-VIL-017","TN-COM-BHE","2026-07-22","4900","5500","5100","₹/Quintal","26","Tamil Nadu Agrimark API","2026-07-22T07:16:50.922Z","Verified Live"
