Market ID,Commodity ID,Availability,Season,Priority Commodity
"TN-MKT-TIR-007","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-TIR-007","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-TIR-007","TN-COM-COC","High","Year-Round","false"
"TN-MKT-TIR-007","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-TIR-007","TN-COM-TUR","High","Rabi","false"
"TN-MKT-TIR-007","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-TIR-007","TN-COM-PAD","High","Kharif","false"
"TN-MKT-TIR-007","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-TIR-007","TN-COM-MAN","High","Zaid","false"
"TN-MKT-TIR-007","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-TIR-008","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-TIR-008","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-TIR-008","TN-COM-POT","High","Rabi","true"
"TN-MKT-TIR-008","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-TIR-008","TN-COM-CHL","High","Kharif","false"
"TN-MKT-TIR-008","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-TIR-008","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-TIR-008","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-TIR-008","TN-COM-COC","High","Year-Round","false"
"TN-MKT-TIR-008","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-TIR-008","TN-COM-TUR","High","Rabi","false"
"TN-MKT-TIR-008","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-TIR-008","TN-COM-PAD","High","Kharif","false"
"TN-MKT-TIR-008","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-TIR-008","TN-COM-MAN","High","Zaid","false"
"TN-MKT-TIR-008","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-TIR-009","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-TIR-009","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-TIR-009","TN-COM-POT","High","Rabi","true"
"TN-MKT-TIR-009","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-TIR-009","TN-COM-CHL","High","Kharif","false"
"TN-MKT-TIR-009","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-TIR-009","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-TIR-009","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-TIR-009","TN-COM-COC","High","Year-Round","false"
"TN-MKT-TIR-009","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-TIR-009","TN-COM-TUR","High","Rabi","false"
"TN-MKT-TIR-009","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-TIR-009","TN-COM-PAD","High","Kharif","false"
"TN-MKT-TIR-009","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-TIR-009","TN-COM-MAN","High","Zaid","false"
"TN-MKT-TIR-009","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-TIR-010","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-TIR-010","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-TIR-010","TN-COM-POT","High","Rabi","true"
"TN-MKT-TIR-010","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-TIR-010","TN-COM-CHL","High","Kharif","false"
"TN-MKT-TIR-010","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-TIR-010","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-TIR-010","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-TIR-010","TN-COM-COC","High","Year-Round","false"
"TN-MKT-TIR-010","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-TIR-010","TN-COM-TUR","High","Rabi","false"
"TN-MKT-TIR-010","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-TIR-010","TN-COM-PAD","High","Kharif","false"
"TN-MKT-TIR-010","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-TIR-010","TN-COM-MAN","High","Zaid","false"
"TN-MKT-TIR-010","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-CUD-011","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-CUD-011","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-CUD-011","TN-COM-POT","High","Rabi","true"
"TN-MKT-CUD-011","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-CUD-011","TN-COM-CHL","High","Kharif","false"
"TN-MKT-CUD-011","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-CUD-011","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-CUD-011","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-CUD-011","TN-COM-COC","High","Year-Round","false"
"TN-MKT-CUD-011","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-CUD-011","TN-COM-TUR","High","Rabi","false"
"TN-MKT-CUD-011","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-CUD-011","TN-COM-PAD","High","Kharif","false"
"TN-MKT-CUD-011","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-CUD-011","TN-COM-MAN","High","Zaid","false"
"TN-MKT-CUD-011","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-CUD-012","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-CUD-012","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-CUD-012","TN-COM-POT","High","Rabi","true"
"TN-MKT-CUD-012","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-CUD-012","TN-COM-CHL","High","Kharif","false"
"TN-MKT-CUD-012","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-CUD-012","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-CUD-012","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-CUD-012","TN-COM-COC","High","Year-Round","false"
"TN-MKT-CUD-012","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-CUD-012","TN-COM-TUR","High","Rabi","false"
"TN-MKT-CUD-012","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-CUD-012","TN-COM-PAD","High","Kharif","false"
"TN-MKT-CUD-012","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-CUD-012","TN-COM-MAN","High","Zaid","false"
"TN-MKT-CUD-012","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-CUD-013","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-CUD-013","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-CUD-013","TN-COM-POT","High","Rabi","true"
"TN-MKT-CUD-013","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-CUD-013","TN-COM-CHL","High","Kharif","false"
"TN-MKT-CUD-013","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-CUD-013","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-CUD-013","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-CUD-013","TN-COM-COC","High","Year-Round","false"
"TN-MKT-CUD-013","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-CUD-013","TN-COM-TUR","High","Rabi","false"
"TN-MKT-CUD-013","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-CUD-013","TN-COM-PAD","High","Kharif","false"
"TN-MKT-CUD-013","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-CUD-013","TN-COM-MAN","High","Zaid","false"
"TN-MKT-CUD-013","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-CUD-014","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-CUD-014","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-CUD-014","TN-COM-POT","High","Rabi","true"
"TN-MKT-CUD-014","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-CUD-014","TN-COM-CHL","High","Kharif","false"
"TN-MKT-CUD-014","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-CUD-014","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-CUD-014","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-CUD-014","TN-COM-COC","High","Year-Round","false"
"TN-MKT-CUD-014","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-CUD-014","TN-COM-TUR","High","Rabi","false"
"TN-MKT-CUD-014","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-CUD-014","TN-COM-PAD","High","Kharif","false"
"TN-MKT-CUD-014","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-CUD-014","TN-COM-MAN","High","Zaid","false"
"TN-MKT-CUD-014","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-CUD-015","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-CUD-015","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-CUD-015","TN-COM-POT","High","Rabi","true"
"TN-MKT-CUD-015","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-CUD-015","TN-COM-CHL","High","Kharif","false"
"TN-MKT-CUD-015","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-CUD-015","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-CUD-015","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-CUD-015","TN-COM-COC","High","Year-Round","false"
"TN-MKT-CUD-015","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-CUD-015","TN-COM-TUR","High","Rabi","false"
"TN-MKT-CUD-015","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-CUD-015","TN-COM-PAD","High","Kharif","false"
"TN-MKT-CUD-015","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-CUD-015","TN-COM-MAN","High","Zaid","false"
"TN-MKT-CUD-015","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-CUD-016","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-CUD-016","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-CUD-016","TN-COM-POT","High","Rabi","true"
"TN-MKT-CUD-016","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-CUD-016","TN-COM-CHL","High","Kharif","false"
"TN-MKT-CUD-016","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-CUD-016","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-CUD-016","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-CUD-016","TN-COM-COC","High","Year-Round","false"
"TN-MKT-CUD-016","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-CUD-016","TN-COM-TUR","High","Rabi","false"
"TN-MKT-CUD-016","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-CUD-016","TN-COM-PAD","High","Kharif","false"
"TN-MKT-CUD-016","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-CUD-016","TN-COM-MAN","High","Zaid","false"
"TN-MKT-CUD-016","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VIL-017","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VIL-017","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VIL-017","TN-COM-POT","High","Rabi","true"
"TN-MKT-VIL-017","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VIL-017","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VIL-017","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VIL-017","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VIL-017","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VIL-017","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VIL-017","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VIL-017","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VIL-017","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VIL-017","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VIL-017","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VIL-017","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VIL-017","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VIL-018","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VIL-018","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VIL-018","TN-COM-POT","High","Rabi","true"
"TN-MKT-VIL-018","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VIL-018","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VIL-018","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VIL-018","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VIL-018","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VIL-018","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VIL-018","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VIL-018","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VIL-018","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VIL-018","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VIL-018","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VIL-018","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VIL-018","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VIL-019","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VIL-019","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VIL-019","TN-COM-POT","High","Rabi","true"
"TN-MKT-VIL-019","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VIL-019","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VIL-019","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VIL-019","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VIL-019","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VIL-019","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VIL-019","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VIL-019","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VIL-019","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VIL-019","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VIL-019","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VIL-019","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VIL-019","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VIL-020","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VIL-020","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VIL-020","TN-COM-POT","High","Rabi","true"
"TN-MKT-VIL-020","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VIL-020","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VIL-020","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VIL-020","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VIL-020","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VIL-020","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VIL-020","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VIL-020","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VIL-020","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VIL-020","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VIL-020","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VIL-020","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VIL-020","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VEL-021","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VEL-021","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VEL-021","TN-COM-POT","High","Rabi","true"
"TN-MKT-VEL-021","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VEL-021","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VEL-021","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VEL-021","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VEL-021","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VEL-021","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VEL-021","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VEL-021","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VEL-021","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VEL-021","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VEL-021","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VEL-021","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VEL-021","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VEL-022","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VEL-022","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VEL-022","TN-COM-POT","High","Rabi","true"
"TN-MKT-VEL-022","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VEL-022","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VEL-022","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VEL-022","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VEL-022","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VEL-022","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VEL-022","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VEL-022","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VEL-022","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VEL-022","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VEL-022","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VEL-022","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VEL-022","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VEL-023","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VEL-023","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VEL-023","TN-COM-POT","High","Rabi","true"
"TN-MKT-VEL-023","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VEL-023","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VEL-023","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VEL-023","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VEL-023","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VEL-023","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VEL-023","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VEL-023","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VEL-023","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VEL-023","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VEL-023","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VEL-023","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VEL-023","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VEL-024","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VEL-024","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VEL-024","TN-COM-POT","High","Rabi","true"
"TN-MKT-VEL-024","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VEL-024","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VEL-024","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VEL-024","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VEL-024","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VEL-024","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VEL-024","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VEL-024","TN-COM-TUR","High","Rabi","false"
"TN-MKT-VEL-024","TN-COM-SUG","Medium","Year-Round","false"
"TN-MKT-VEL-024","TN-COM-PAD","High","Kharif","false"
"TN-MKT-VEL-024","TN-COM-COT","Medium","Kharif","false"
"TN-MKT-VEL-024","TN-COM-MAN","High","Zaid","false"
"TN-MKT-VEL-024","TN-COM-JAS","Medium","Year-Round","false"
"TN-MKT-VEL-025","TN-COM-TOM","High","Year-Round","true"
"TN-MKT-VEL-025","TN-COM-ONI","Medium","Rabi","true"
"TN-MKT-VEL-025","TN-COM-POT","High","Rabi","true"
"TN-MKT-VEL-025","TN-COM-BRI","Medium","Year-Round","true"
"TN-MKT-VEL-025","TN-COM-CHL","High","Kharif","false"
"TN-MKT-VEL-025","TN-COM-BHE","Medium","Year-Round","false"
"TN-MKT-VEL-025","TN-COM-DRM","High","Year-Round","false"
"TN-MKT-VEL-025","TN-COM-BAN","Medium","Year-Round","false"
"TN-MKT-VEL-025","TN-COM-COC","High","Year-Round","false"
"TN-MKT-VEL-025","TN-COM-GND","Medium","Kharif","false"
"TN-MKT-VEL-025","TN-COM-TUR","High","Rabi","false"
